,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
13642,21799,Stella Way,Stella Way/Mossfiel Dr (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.87229,144.692577
13645,21808,Bethany Road,Provence Gr/Bethany Rd (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.855357,144.675737
13650,22022,Caulfield Station,Caulfield Railway Station/Sir John Monash Dr (Caulfield East),Kerbside,Caulfield East,3145.0,Melbourne,Glen Eira,Greater Metro,-37.877347,145.043153
13651,22201,Sundial Bvd,Sundial Bvd/Derrimut Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.84422,144.689082
13652,19035,Queens Way - Stop 31,31-Queens Way/Queens Way (Windsor),Safety Zone,Windsor,3181.0,Melbourne,Stonnington,Greater Metro,-37.856249,144.987494
13653,19060,Shaftesbury Avenue - Stop 46,46-Shaftesbury Ave/Malvern Rd (Malvern),Kerbside,Malvern,3144.0,Melbourne,Stonnington,Greater Metro,-37.85286,145.03882
13655,19062,Plant Street - Stop 44,44-Plant St/Malvern Rd (Malvern),Kerbside,Malvern,3144.0,Melbourne,Stonnington,Greater Metro,-37.85208,145.03288999999998
13656,19063,Glenferrie Road - Stop 43,43-Glenferrie Rd/Malvern Rd (Malvern),Kerbside,Malvern,3144.0,Melbourne,Stonnington,Greater Metro,-37.85172,145.0302
13657,19064,Lauriston Girls School - Stop 42,42-Lauriston Girls School/Malvern Rd (Armadale),Kerbside,Armadale,3143.0,Melbourne,Stonnington,Greater Metro,-37.85119,145.02633
13659,19066,Kooyong Road - Stop 40,40-Kooyong Rd/Malvern Rd (Toorak),Kerbside,Toorak,3142.0,Melbourne,Stonnington,Greater Metro,-37.850570000000005,145.02157
13660,19067,Densham Road - Stop 39,39-Densham Rd/Malvern Rd (Toorak),Kerbside,Toorak,3142.0,Melbourne,Stonnington,Greater Metro,-37.850159999999995,145.01843
13661,19068,Clendon Road - Stop 38,38-Clendon Rd/Malvern Rd (Toorak),Kerbside,Toorak,3142.0,Melbourne,Stonnington,Greater Metro,-37.849790000000006,145.01561999999998
13662,19069,Toorak Station - Stop 37,37-Orrong Rd/Malvern Rd (Toorak),Kerbside,Toorak,3142.0,Melbourne,Stonnington,Greater Metro,-37.84938,145.01247
13664,19100,Malcolm Street - Stop 51,51-Malcolm St/Chapel St (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.836363,144.996341
13665,19101,Toorak Road - Stop 50,50-Toorak Rd/Chapel St (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.839341999999995,144.995781
13668,19104,Malvern Road - Stop 47,47-Malvern Rd/Chapel St (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.846697,144.994258
13669,19105,Chatham Street - Stop 46,46-Chatham St/Chapel St (Prahran),Kerbside,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.848951,144.99391799999998
13673,19109,Dandenong Road - Stop 42,42-Dandenong Rd/Chapel St (Prahran),Safety Zone,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.857476,144.992393
13676,19125,Williams Road - Stop 34,34-Williams Rd/Malvern Rd (Toorak),Kerbside,Toorak,3142.0,Melbourne,Stonnington,Greater Metro,-37.84819,145.00341
13677,19126,Hobson Street - Stop 33,33-Hobson St/Malvern Rd (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.847879999999996,145.00116
13679,19128,Chapel Street - Stop 31,31-Chapel St/Malvern Rd (Prahran),Kerbside,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.846940000000004,144.99428
13680,19129,Prahran Market - Stop 30,30-Prahran Market/Commercial Rd (Prahran),Kerbside,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.846709999999995,144.99243
13681,19130,Porter Street - Stop 29,29-Porter St/Commercial Rd (Prahran),Kerbside,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.846509999999995,144.99071
13682,19131,Braille Library - Stop 28,28-Braille Library/Commercial Rd (Prahran),Kerbside,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.846070000000005,144.98756
13683,19132,Punt Road - Stop 27,27-Punt Rd/Commercial Rd (Prahran),Kerbside,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.84577,144.98516
13684,19133,Alfred Hospital - Stop 26,26-Alfred Hospital/Commercial Rd (Prahran),Platform,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.84536,144.98231
13686,19322,Walsh Street - Stop 124,124-Walsh St/Toorak Rd (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.838011,144.98449
13687,19323,Punt Road - Stop 125,125-Punt Rd/Toorak Rd (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.838245,144.986404
13689,19325,South Yarra Station - Stop 127,127-South Yarra Railway Station/Toorak Rd (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.838984,144.992091
13690,19326,Chapel Street - Stop 128,128-Chapel St/Toorak Rd (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.839406,144.995485
13691,19327,Tivoli Road - Stop 129,129-Tivoli Rd/Toorak Rd (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.839771,144.99849
13693,6423,Woodside Avenue,Woodside Ave/Clayton Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.909088,145.12278999999998
13694,6424,Princes Highway,Princes Hwy/Clayton Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.910505,145.12253700000002
13695,6426,Myriong St,Myriong St/Clayton Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.91535,145.12167
13696,6472,Hourigan Ave,Hourigan Ave/Clayton Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.917015,145.121355
13697,6473,Monash Specialist Ctr,Monash Specialist Centre/Clayton Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.918546,145.121053
13699,6476,Clayton SC,Clayton Shopping Centre/Clayton Rd (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.925779999999996,145.119702
13700,6477,Clayton Rd,Clayton Rd/Centre Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.928481,145.11806299999998
13703,6486,Farm Rd,1082 Centre Rd (Oakleigh South),Kerbside,Oakleigh South,3167.0,Melbourne,Monash,Greater Metro,-37.92552,145.09418300000002
13705,6488,Norma Avenue,Norma Ave/Cameron Ave (Oakleigh South),Kerbside,Oakleigh South,3167.0,Melbourne,Monash,Greater Metro,-37.923325,145.087199
13706,6489,Beryl Avenue,Beryl Ave/Cameron Ave (Oakleigh South),Kerbside,Oakleigh South,3167.0,Melbourne,Monash,Greater Metro,-37.921042,145.087625
13707,6490,Barholme Court,Barholme Ct/Golf Rd (Oakleigh South),Bus Bay,Oakleigh South,3167.0,Melbourne,Monash,Greater Metro,-37.919165,145.08781399999998
13710,6493,Golf Road,41 Golf Rd (Oakleigh South),Bus Bay,Oakleigh South,3167.0,Melbourne,Monash,Greater Metro,-37.913376,145.08897199999998
13715,6540,Eastgate Street,Eastgate St/North Rd (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.909762,145.087884
13717,6542,Young Street,Young St/North Rd (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.910468,145.094534
13720,6545,Huntingdale Station,Huntingdale Railway Station/North Rd (Oakleigh South),Kerbside,Oakleigh South,3167.0,Melbourne,Monash,Greater Metro,-37.911584000000005,145.10459
13721,6548,Fenton St,Fenton St/North Rd (Huntingdale),Kerbside,Huntingdale,3166.0,Melbourne,Monash,Greater Metro,-37.912196,145.110027
13722,6549,Franklyn St,Franklyn St/North Rd (Huntingdale),Kerbside,Huntingdale,3166.0,Melbourne,Monash,Greater Metro,-37.91255,145.11324399999998
13723,6550,Coane Street,Coane St/North Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.912952000000004,145.116674
13726,7090,Clayton North PS,Clayton Nth Primary School/North Rd (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.913626,145.122493
13728,7093,Princes Hwy,Princes Hwy/North Rd (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.914414,145.124924
13729,7094,Clayton Rd,Clayton Rd/North Rd (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.913988,145.121496
13730,7095,Banksia St,Banksia St/North Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.91367,145.11864
13731,7096,Flora Rd,Flora Rd/North Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.91338,145.116431
13783,7564,Albert Hill Road,Albert Hill Rd/Maroondah Hwy (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.756598,145.34185300000001
13784,7565,Victoria Road,Victoria Rd/Maroondah Hwy (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.761035,145.334933
13786,7567,Sheppards Lane,Sheppards Lane/Maroondah Hwy (Chirnside Park),Kerbside,Chirnside Park,3116.0,Melbourne,Yarra Ranges,Greater Metro,-37.758887,145.321241
13791,7836,Etzel Street,Etzel St/Clydesdale Rd (Airport West),Kerbside,Airport West,3042.0,Melbourne,Moonee Valley,Greater Metro,-37.721937,144.879177
13792,7881,Castella Street,Castella St/Maroondah Hwy (Lilydale),Bus Bay,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.757458,145.35321000000002
13793,7882,Queen Road,Queen Rd/Maroondah Hwy (Lilydale),Bus Bay,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.756130999999996,145.360321
13806,7962,Mt Alexander Road,Mt Alexander Rd/Ormond Rd (Moonee Ponds),Kerbside,Moonee Ponds,3039.0,Melbourne,Moonee Valley,Greater Metro,-37.77258,144.928156
13808,7964,Ormond Park,Ormond Park/Ormond Rd (Moonee Ponds),Kerbside,Moonee Ponds,3039.0,Melbourne,Moonee Valley,Greater Metro,-37.773126,144.933101
13812,19752,St George's Hospital - Stop 40,40-St Georges Hospital/Cotham Rd (Kew),Kerbside,Kew,3101.0,Melbourne,Boroondara,Greater Metro,-37.809527,145.053053
13813,19753,Kew Traffic School - Stop 41,41-Kew Traffic School/Cotham Rd (Kew),Kerbside,Kew,3101.0,Melbourne,Boroondara,Greater Metro,-37.810095000000004,145.057874
13814,19754,Kooyongkoot Road - Stop 34,34-Kooyongkoot Rd/Riversdale Rd (Hawthorn),Kerbside,Hawthorn,3122.0,Melbourne,Boroondara,Greater Metro,-37.829308000000005,145.038577
13815,19755,Robinson Road - Stop 35,35-Robinson Rd/Riversdale Rd (Hawthorn),Kerbside,Hawthorn,3122.0,Melbourne,Boroondara,Greater Metro,-37.82966,145.04153
13816,19756,Auburn Road - Stop 36,36-Auburn Rd/Riversdale Rd (Hawthorn East),Kerbside,Hawthorn East,3123.0,Melbourne,Boroondara,Greater Metro,-37.82993,145.04381
13817,19757,Tooronga Road - Stop 37,37-Tooronga Rd/Riversdale Rd (Hawthorn East),Kerbside,Hawthorn East,3123.0,Melbourne,Boroondara,Greater Metro,-37.83038,145.04785
13818,19758,Hastings Road - Stop 38,38-Hastings Rd/Riversdale Rd (Hawthorn East),Kerbside,Hawthorn East,3123.0,Melbourne,Boroondara,Greater Metro,-37.83084,145.05161999999999
13819,19759,Camberwell Tram Depot - Stop 39,39-Camberwell Tram Depot/Riversdale Rd (Hawthorn East),Kerbside,Hawthorn East,3123.0,Melbourne,Boroondara,Greater Metro,-37.831216999999995,145.054787
13820,19760,Camberwell Junction - Stop 40,40-Camberwell Junction/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.831486,145.057145
13822,19762,Trafalgar Road - Stop 43,43-Trafalgar Rd/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.832246999999995,145.063857
13823,19763,Derby Street - Stop 44,44-Derby St/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.832482,145.06606000000002
13824,19764,Riversdale Station - Stop 46,46-Spencer Rd/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.83294,145.069867
13825,19765,Willow Grove - Stop 47,47-Willow Gr/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.833271999999994,145.07267
13826,19766,Cooloongatta Road - Stop 48,48-Cooloongatta Rd/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.833795,145.077245
13828,19768,Wattle Valley Road - Stop 50,50-Wattle Valley Rd/Riversdale Rd (Canterbury),Kerbside,Canterbury,3126.0,Melbourne,Boroondara,Greater Metro,-37.834291,145.08151
13829,19769,Highfield Road - Stop 51,51-Highfield Rd/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.834537,145.085146
13830,19770,Lockhart Street - Stop 52,52-Lockhart St/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.834924,145.088534
13832,19772,Through Road - Stop 54,54-Through Rd/Riversdale Rd (Camberwell),Kerbside,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.835535,145.093797
13834,19774,Warrigal Road - Stop 56,56-Warrigal Rd/Riversdale Rd (Surrey Hills),Kerbside,Surrey Hills,3127.0,Melbourne,Boroondara,Greater Metro,-37.836064,145.098392
13838,19778,Burke Road - Stop 42,42-Burke Rd/Whitehorse Rd (Balwyn),Kerbside,Balwyn,3103.0,Melbourne,Boroondara,Greater Metro,-37.810441,145.060857
13839,19779,Ferndale Street - Stop 60,60-Ferndale St/Riversdale Rd (Surrey Hills),Kerbside,Surrey Hills,3127.0,Melbourne,Boroondara,Greater Metro,-37.837234,145.10663200000002
13840,19786,Union Road - Stop 53,53-Union Rd/Whitehorse Rd (Surrey Hills),Kerbside,Surrey Hills,3127.0,Melbourne,Boroondara,Greater Metro,-37.815108,145.099522
13841,19835,Glen Iris,Glen Iris Railway Station (Glen Iris),Platform,Glen Iris,3146.0,Melbourne,Boroondara,Greater Metro,-37.859306,145.058223
13842,19847,Alamein,Alamein Railway Station (Ashburton),Platform,Ashburton,3147.0,Melbourne,Boroondara,Greater Metro,-37.868317,145.07965900000002
13843,19848,Ashburton,Ashburton Railway Station (Ashburton),Platform,Ashburton,3147.0,Melbourne,Boroondara,Greater Metro,-37.861968,145.08134099999998
13844,19849,Burwood,Burwood Railway Station (Glen Iris),Platform,Glen Iris,3146.0,Melbourne,Boroondara,Greater Metro,-37.851561,145.080508
13845,19850,Hartwell,Hartwell Railway Station (Camberwell),Platform,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.843984000000006,145.07556100000002
13846,19851,Willison,Willison Railway Station (Camberwell),Platform,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.835712,145.070298
13847,19852,Riversdale,Riversdale Railway Station (Camberwell),Platform,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.831502,145.069648
13848,19853,Camberwell,Camberwell Railway Station (Camberwell),Platform,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.826564000000005,145.05869199999998
13849,19892,East Camberwell,East Camberwell Railway Station (Camberwell),Platform,Camberwell,3124.0,Melbourne,Boroondara,Greater Metro,-37.825891999999996,145.068189
13850,19893,Canterbury,Canterbury Railway Station (Canterbury),Platform,Canterbury,3126.0,Melbourne,Boroondara,Greater Metro,-37.824489,145.08122600000002
13851,19894,Chatham,Chatham Railway Station (Surrey Hills),Platform,Surrey Hills,3127.0,Melbourne,Boroondara,Greater Metro,-37.824304,145.088653
13892,2943,John St,John St/Kirkham Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.999842,145.217458
13894,2945,Dana Ct,Dana Ct/Frankston-Dandenong Rd (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.00742,145.2166
13896,2949,Monterey Rd,Monterey Rd/Frankston-Dandenong Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.023159,145.213464
13897,2950,Quality Dr,Quality Dr/Frankston-Dandenong Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.025901,145.212929
13898,2951,Abbotts Rd,Abbotts Rd/Frankston-Dandenong Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.030876,145.211942
13899,2953,Swift Way,Swift Way/Frankston-Dandenong Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.034991,145.211144
13900,2954,Colemans Rd,Colemans Rd/Frankston-Dandenong Rd (Lyndhurst),Kerbside,Lyndhurst,3975.0,Melbourne,Greater Dandenong,Greater Metro,-38.038771999999994,145.210398
13902,2974,Willow Mobile Village,Willow Mobile Village/Frankston-Dandenong Rd (Bangholme),Kerbside,Bangholme,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.043433,145.209465
13903,3070,Monash Freeway,Monash Fwy/Police Rd (Dandenong North),Kerbside,Dandenong North,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.938117999999996,145.197566
13909,3109,Cleeland St,Cleeland St/Clow St (Dandenong),Bus Bay,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.985011,145.215058
13910,3110,Clement St,Clement St/Clow St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.985808,145.222116
13911,3111,Ross St,Ross St/Clow St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.986104,145.22460700000002
13923,3144,McFees Rd,McFees Rd/Stud Rd (Dandenong North),Kerbside,Dandenong North,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.964191,145.22446000000002
13924,3145,Judith St,Judith St/Stud Rd (Dandenong North),Kerbside,Dandenong North,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.967159,145.223879
13925,3146,Heatherton Rd,Heatherton Rd/Stud Rd (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.972254,145.223104
13928,3150,Ann Street,Ann St/Ross St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.980321,145.22646799999998
13929,3151,King Street,King St/Ross St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.983733,145.225827
13932,14887,Old Geelong Road,Old Geelong Rd/Geelong Rd (Brooklyn),Kerbside,Brooklyn,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.819938,144.83668500000002
13935,14890,McDonald Road,McDonald Rd/Geelong Rd (Brooklyn),Bus Bay,Brooklyn,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.816907,144.84816
13936,14893,Tottenham Pde,Tottenham Pde/Geelong Rd (Tottenham),Bus Bay,Tottenham,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.813514,144.86081000000001
13937,14894,Cromwell Parade,Cromwell Pde/Geelong Rd (West Footscray),Bus Bay,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.813047999999995,144.862437
13938,14895,Kororoit Street,Kororoit St/Geelong Rd (West Footscray),Bus Bay,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.811979,144.8663
13939,14897,Ormond Road,Ormond Rd/Geelong Rd (West Footscray),Kerbside,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.808609999999994,144.874023
13940,14898,Geelong Road,350 Geelong Rd (West Footscray),Bus Bay,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.807933,144.875315
13941,14899,Geelong Road,320 Geelong Rd (West Footscray),Bus Bay,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.806847999999995,144.877326
13942,14900,Robbs Road,Robbs Rd/Geelong Rd (West Footscray),Bus Bay,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.805533000000004,144.879766
13950,14962,Rankin Road,Rankin Rd/Western Rd (Boronia),Kerbside,Boronia,3155.0,Melbourne,Knox,Greater Metro,-37.866181,145.271723
13951,14963,Valerie Street,Valerie St/Western Rd (Boronia),Kerbside,Boronia,3155.0,Melbourne,Knox,Greater Metro,-37.865683000000004,145.26886299999998
13954,15006,Nyadale Drive,Nyadale Dr/Ferntree Gully Rd (Scoresby),Bus Bay,Scoresby,3179.0,Melbourne,Knox,Greater Metro,-37.901031,145.218683
13960,15041,Piperita Road,Piperita Rd/Johnson Dr (Ferntree Gully),Kerbside,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.873787,145.261868
13963,15044,Knox Place,Knox Pl/Kathryn Rd (Knoxfield),Bus Bay,Knoxfield,3180.0,Melbourne,Knox,Greater Metro,-37.894378,145.249151
13966,15047,Kathryn Road,Kathryn Rd/Anne Rd (Knoxfield),Kerbside,Knoxfield,3180.0,Melbourne,Knox,Greater Metro,-37.888664,145.248344
13970,15051,Scoresby Secondary College,Scoresby Secondary College/Zerfas St (Scoresby),Kerbside,Scoresby,3179.0,Melbourne,Knox,Greater Metro,-37.890112,145.237529
13972,4091,Marshall Road,Marshall Rd/Middleborough Rd (Box Hill North),Kerbside,Box Hill North,3129.0,Melbourne,Whitehorse,Greater Metro,-37.80533,145.14119
13973,4092,Springfield Road,Springfield Rd/Middleborough Rd (Blackburn North),Kerbside,Blackburn North,3130.0,Melbourne,Whitehorse,Greater Metro,-37.808921000000005,145.140507
13974,4093,Ashley Street,Ashley St/Middleborough Rd (Box Hill North),Kerbside,Box Hill North,3129.0,Melbourne,Whitehorse,Greater Metro,-37.811009000000006,145.14009199999998
13975,4094,Lexton Road,Lexton Rd/Middleborough Rd (Box Hill North),Kerbside,Box Hill North,3129.0,Melbourne,Whitehorse,Greater Metro,-37.812877,145.139822
13976,4095,Margaret Street,Margaret St/Middleborough Rd (Box Hill North),Kerbside,Box Hill North,3129.0,Melbourne,Whitehorse,Greater Metro,-37.815129999999996,145.139422
13977,4096,Davey Street,Davey St/Middleborough Rd (Box Hill),Kerbside,Box Hill,3128.0,Melbourne,Whitehorse,Greater Metro,-37.817237,145.138983
13980,4099,Fir St,Fir St/Surrey Rd (Blackburn),Kerbside,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.814594,145.156998
13981,4118,Ashwood Dr,Ashwood Dr/Springvale Rd (Nunawading),Bus Bay,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.805411,145.17808300000002
13982,4119,Olwen St,Olwen St/Springvale Rd (Nunawading),Bus Bay,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.807262,145.177813
13983,4120,Springfield Rd,Springfield Rd/Springvale Rd (Nunawading),Kerbside,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.81412,145.17688
13986,4123,Nunawading Station,Nunawading Railway Station/Station St (Nunawading),Bus Bay,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.820445,145.176615
13988,4213,Ross Street,Ross St/Centre Dandenong Rd (Heatherton),Kerbside,Heatherton,3202.0,Melbourne,Kingston,Greater Metro,-37.971439000000004,145.105469
13992,4285,Twyford Street,Twyford St/Middleborough Rd (Box Hill North),Platform,Box Hill North,3129.0,Melbourne,Whitehorse,Greater Metro,-37.805997,145.141219
13993,4286,Springfield Road,Springfield Rd/Middleborough Rd (Blackburn North),Kerbside,Blackburn North,3130.0,Melbourne,Whitehorse,Greater Metro,-37.80857,145.140739
13995,4288,Lexton Road,Lexton Rd/Middleborough Rd (Box Hill North),Kerbside,Box Hill North,3129.0,Melbourne,Whitehorse,Greater Metro,-37.81268,145.140025
13996,4289,Tara Avenue,Tara Ave/Middleborough Rd (Blackburn),Kerbside,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.815175,145.13952
13997,4290,Attunga Street,Attunga St/Middleborough Rd (Blackburn),Kerbside,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.817158,145.13911299999998
14001,4294,Whitehorse Rd,Whitehorse Rd/Surrey Rd (Blackburn),Kerbside,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.816934,145.156345
14002,4315,Spencer St,Spencer St/Springvale Rd (Nunawading),Bus Bay,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.807194,145.177529
14005,4320,Esdale St,Esdale St/Springvale Rd (Nunawading),Kerbside,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.814518,145.17646399999998
14008,4325,Grange Road,Grange Rd/Centre Dandenong Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.96924,145.0864
14009,4326,Tootal Road,Tootal Rd/Centre Dandenong Rd (Dingley Village),Bus Bay,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.973096999999996,145.11771299999998
14015,16542,Moriah Street,Moriah St/Centre Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.92989,145.12933
14019,16549,Legon Road,Legon Rd/Coombs Ave (Oakleigh South),Kerbside,Oakleigh South,3167.0,Melbourne,Monash,Greater Metro,-37.919869,145.10766999999998
14024,16583,Highbury Road,Highbury Rd/Camelot Dr (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.864020000000004,145.181636
14025,16584,Jousting Place,Jousting Pl/Camelot Dr (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.867086,145.181066
14026,16585,Legend Avenue,Legend Ave/Camelot Dr (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.869405,145.180616
14029,16589,Kerrie Road,Kerrie Rd/High Street Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.875426000000004,145.17684599999998
14030,16590,Boronia Drive,Boronia Dr/High Street Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.875142,145.174479
14032,16592,Glen Waverley PS,Glen Waverley Primary School/High Street Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.87466,145.16910900000002
14033,16593,The Glen SC,The Glen Shopping Centre/High Street Rd (Glen Waverley),Bus Bay,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.87429,145.16496999999998
14034,16594,Oakleigh Street,Oakleigh St/Huntingdale Rd (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.899390000000004,145.10578999999998
14036,16596,John St,John St/Burlington St (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.903221,145.101419
