,hour,stop_ID,card_id,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
12755,13,1115,1,1115.0,Greville Street,Greville St/Punt Rd (Prahran),Kerbside,Prahran,3181.0,Melbourne,Stonnington,Greater Metro,-37.848144,144.984693
12756,13,1117,1,1117.0,Albion Street,Albion St/Punt Rd (South Yarra),Kerbside,South Yarra,3141.0,Melbourne,Stonnington,Greater Metro,-37.843472,144.98554199999998
12757,13,1124,1,1124.0,Rowena Parade,Rowena Pde/Punt Rd (Richmond),Kerbside,Richmond,3121.0,Melbourne,Yarra,Greater Metro,-37.821121999999995,144.989501
12758,13,1135,1,1135.0,Clifton Hill Station,Clifton Hill Railway Station/Hoddle St (Clifton Hill),Bus Bay,Clifton Hill,3068.0,Melbourne,Yarra,Greater Metro,-37.788686,144.995168
12759,13,1170,1,1170.0,Hoddle Street,Hoddle St/Johnston St (Abbotsford),Kerbside,Abbotsford,3067.0,Melbourne,Yarra,Greater Metro,-37.799978,144.993561
12760,13,1174,1,1174.0,Springfield Road,Springfield Rd/Dorking Rd (Box Hill North),Kerbside,Box Hill North,3129.0,Melbourne,Whitehorse,Greater Metro,-37.808828999999996,145.132597
12761,13,1189,1,1189.0,Fordham Road,Fordham Rd/Broadway (Reservoir),Kerbside,Reservoir,3073.0,Melbourne,Darebin,Greater Metro,-37.717698999999996,145.0165
12762,13,1224,1,1224.0,Greenview Ct,Greenview Ct/McDonalds Rd (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.646334,145.04372
12763,13,1233,1,1233.0,Wedge Street,Wedge St/High St (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.651092,145.024057
12764,13,1254,1,1254.0,Blake Street,Blake St/Seston St (Reservoir),Kerbside,Reservoir,3073.0,Melbourne,Darebin,Greater Metro,-37.73196,145.033893
12765,13,1265,1,1265.0,Raglan Street,Raglan St/Albert St (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.751427,145.021231
12766,13,1290,1,1290.0,Smith Street,Smith St/Johnston St (Collingwood),Kerbside,Collingwood,3066.0,Melbourne,Yarra,Greater Metro,-37.79906,144.98455
12767,13,1293,3,1293.0,Johnston St,Johnston St/Hoddle St (Abbotsford),Kerbside,Abbotsford,3067.0,Melbourne,Yarra,Greater Metro,-37.800416999999996,144.993105
12768,13,1311,3,1311.0,Stuart St,Stuart St/Clow St (Dandenong),Bus Bay,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.985147999999995,145.217478
12769,13,1338,1,1338.0,Somerset Drive,Somerset Dr/Outlook Dr (Dandenong North),Kerbside,Dandenong North,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.946298999999996,145.217331
12770,13,1347,1,1347.0,Heatherton Rd,Heatherton Rd/Stud Rd (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.971658000000005,145.22350500000002
12771,13,1348,2,1348.0,Chisholm TAFE Dandenong,Chisholm TAFE Dandenong/Stud Rd (Dandenong),Bus Bay,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.974869,145.22288799999998
12772,13,1404,1,1404.0,Brighton Beach Station,Brighton Beach Railway Station/South Rd (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.927777,144.990546
12773,13,1421,1,1421.0,Westwood Drive,Westwood Dr/Western Hwy (Burnside),Kerbside,Burnside,3023.0,Melbourne,Melton,Greater Metro,-37.762417,144.75585900000002
12774,13,1436,2,1436.0,Narre Warren Station,Narre Warren Station/Webb St (Narre Warren),Bus Bay,Narre Warren,3805.0,Melbourne,Casey,Greater Metro,-38.026957,145.30324199999998
12775,13,1476,1,1476.0,Bruford Avenue,Bruford Ave/Jells Rd (Wheelers Hill),Kerbside,Wheelers Hill,3150.0,Melbourne,Monash,Greater Metro,-37.911955,145.188186
12776,13,1481,1,1481.0,Wellington Road,Wellington Rd/Brandon Park Dr (Wheelers Hill),Kerbside,Wheelers Hill,3150.0,Melbourne,Monash,Greater Metro,-37.920685,145.181081
12777,13,1497,2,1497.0,Monash University,Monash University/Wellington Rd (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.915479,145.135617
12778,13,1530,1,1530.0,Callander Road,Callander Rd/Princes Hwy (Noble Park),Bus Bay,Noble Park,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.954905,145.18088999999998
12779,13,1537,1,1537.0,Russell Street,Russell St/Princes Hwy (Springvale),Bus Bay,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.939569,145.163548
12780,13,1547,1,1547.0,Evelyn Street,Evelyn St/Princes Hwy (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.917271,145.13171100000002
12781,13,1562,2,1562.0,Dandenong Rd,Dandenong Rd/Warrigal Rd (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.894489,145.087798
12782,13,1575,3,1575.0,Malvern - Stop 52,52-Burke Rd/Wattletree Rd (Malvern East),Safety Zone,Malvern East,3145.0,Melbourne,Stonnington,Greater Metro,-37.865076,145.050069
12783,13,1625,1,1625.0,Wellington Sec College,Wellington Secondary College/Police Rd (Mulgrave),Bus Bay,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.934627,145.16941
12784,13,1634,7,1634.0,Springvale Station,Springvale Station/Springvale Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.94866,145.152725
12785,13,1635,1,1635.0,St James Ave,St James Ave/Springvale Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.953389,145.15193200000002
12786,13,1646,1,1646.0,Noble Street,Noble St/Athol Rd (Noble Park),Kerbside,Noble Park,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.972584000000005,145.16064699999998
12787,13,1685,1,1685.0,Noble Park PS,Noble Park PS/Buckley St (Noble Park),Kerbside,Noble Park,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.969605,145.173889
12788,13,1694,2,1694.0,Brunswick Street,Brunswick St/Johnston St (Fitzroy),Kerbside,Fitzroy,3065.0,Melbourne,Yarra,Greater Metro,-37.79844,144.978926
12789,13,1696,1,1696.0,Nott Street - Stop 51,51-Nott St/Wattletree Rd (Malvern East),Kerbside,Malvern East,3145.0,Melbourne,Stonnington,Greater Metro,-37.864616,145.046571
12790,13,1708,1,1708.0,Sussex Place,Sussex Pl/Banyule Rd (Rosanna),Bus Bay,Rosanna,3084.0,Melbourne,Banyule,Greater Metro,-37.743278000000004,145.08356799999999
12791,13,1777,1,1777.0,South Gippsland Hwy,100 South Gippsland Hwy (Dandenong South),Bus Bay,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.009,145.22923
12792,13,1862,1,1862.0,Gladstone Road,Gladstone Rd/Princes Hwy (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.974207,145.20248700000002
12793,13,1867,1,1867.0,Ellendale Road,Ellendale Rd/Princes Hwy (Noble Park North),Kerbside,Noble Park North,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.95802,145.184451
12794,13,1935,1,1935.0,Midway St,Midway St/Southern Rd (Heidelberg West),Kerbside,Heidelberg West,3081.0,Melbourne,Banyule,Greater Metro,-37.741422,145.039953
12795,13,1941,1,1941.0,Macleod Station,Macleod Railway Station/McNamara St (Macleod),Kerbside,Macleod,3085.0,Melbourne,Banyule,Greater Metro,-37.726428999999996,145.068667
12796,13,1964,1,1964.0,Garden Road,Garden Rd/Princes Hwy (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.925987,145.145709
12797,13,1970,1,1970.0,Dandenong Rd,Dandenong Rd/Warrigal Rd (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.893895,145.088146
12798,13,1982,1,1982.0,Clayton North Primary School,Clayton North Primary School/Princes Hwy (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.911553999999995,145.122723
12799,13,1985,1,1985.0,Parker Street,Parker St/Princes Hwy (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.91741,145.13218999999998
12800,13,1998,1,1998.0,Denver Crescent,Denver Cres/Albany Dr (Mulgrave),Kerbside,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.934346999999995,145.171802
12801,13,2003,1,2003.0,Fairview St,Fairview St/Springvale Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.934356,145.155697
12802,13,2009,2,2009.0,Springvale Station,Springvale Station/Springvale Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.949099,145.152917
12803,13,2022,1,2022.0,Noble Street,Noble St/Athol Rd (Noble Park),Kerbside,Noble Park,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.97254,145.16103
12804,13,2077,1,2077.0,Civic Dr,Civic Dr/Morang Dr (Mill Park),Bus Bay,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.651829,145.065138
12805,13,2111,1,2111.0,Lygon Street,Lygon St/Elgin St (Carlton),Kerbside,Carlton,3053.0,Melbourne,Melbourne,Greater Metro,-37.797308,144.96797800000002
12806,13,2115,1,2115.0,Memorial Avenue,Memorial Ave/High St (Epping),Bus Bay,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.644259999999996,145.02618999999999
12807,13,2149,1,2149.0,Noble Park Station,Noble Park Station/Douglas St (Noble Park),Kerbside,Noble Park,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.96717,145.17615
12808,13,2164,1,2164.0,Alma Rd,Hampton Park PS/Somerville Rd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.030429999999996,145.25471000000002
12809,13,2170,1,2170.0,St Kevins PS,St Kevins PS/Hallam Rd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.038499,145.266872
12810,13,2223,1,2223.0,Dandenong Market,Dandenong Market/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.983529,145.214754
12811,13,2263,2,2263.0,Coburg PS,Coburg PS/Bell St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.741490999999996,144.967486
12812,13,2266,1,2266.0,Nicholson St,Nicholson St/Bell St (Coburg),Bus Bay,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.742633000000005,144.977427
12813,13,2276,2,2276.0,Preston Station,Preston Railway Station/Murray Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.737761,145.00141100000002
12814,13,2279,1,2279.0,Plenty Rd,Plenty Rd/Murray Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.738824,145.011096
12815,13,2283,1,2283.0,Kallista Ct,Kallista Ct/Murray Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.740004,145.021936
12816,13,2302,1,2302.0,Romano Avenue,Romano Ave/Romano Ave (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.65359,145.05234
12817,13,2303,1,2303.0,Oasis Pool,Oasis Pool/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.970952000000004,145.217117
12818,13,2358,1,2358.0,Wanda St,Wanda St/Wellington Rd (Mulgrave),Bus Bay,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.919429,145.16415
12819,13,2362,1,2362.0,Nantilla Rd,Nantilla Rd/Wellington Rd (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.917617,145.14984099999998
12820,13,2365,1,2365.0,Blackburn Rd,Blackburn Rd/Wellington Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.916225,145.138773
12821,13,2376,1,2376.0,Nepean Highway,Nepean Hwy/Rusden St (Elsternwick),Kerbside,Elsternwick,3185.0,Melbourne,Glen Eira,Greater Metro,-37.88596,144.99961000000002
12822,13,2433,1,2433.0,Gowrie Station,Gowrie Railway Station/Sages Rd (Glenroy),Kerbside,Glenroy,3046.0,Melbourne,Moreland,Greater Metro,-37.70068,144.95866999999998
12823,13,2463,3,2463.0,Sydney Rd,Sydney Rd/Bell St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.74127,144.96737
12824,13,2469,2,2469.0,Elizabeth Street,Elizabeth St/Murray Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.735952000000005,144.98343
12825,13,2476,3,2476.0,Preston Station,Preston Railway Station/Murray Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.73764,145.001358
12826,13,2477,1,2477.0,High St,High St/Murray Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.737970000000004,145.004593
12827,13,2480,1,2480.0,Plenty Rd,Plenty Rd/Murray Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.7387,145.011007
12828,13,2542,1,2542.0,Whitty Street,Whitty St/Monash St (Sunshine),Kerbside,Sunshine,3020.0,Melbourne,Brimbank,Greater Metro,-37.788824,144.83517
12829,13,2551,1,2551.0,Ashley Street,Ashley St/Essex St (West Footscray),Kerbside,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.792032,144.86390600000001
12830,13,2558,1,2558.0,Soudan Road,Soudan Rd/Essex St (West Footscray),Kerbside,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.794195,144.878968
12831,13,2559,1,2559.0,Summerhill Road,Summerhill Rd/Essex St (West Footscray),Kerbside,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.795322,144.881228
12832,13,2560,1,2560.0,Everard Street,Everard St/Essex St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.79599,144.88527
12833,13,2599,1,2599.0,W J Turner,W J Turner Reserve/Jacksons Rd (Noble Park North),Kerbside,Noble Park North,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.948006,145.19186499999998
12834,13,2616,1,2616.0,Heatherton Road,821 Heatherton Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.9614,145.14459
12835,13,2635,1,2635.0,Dorking Road,45 Dorking Rd (Box Hill),Bus Bay,Box Hill,3128.0,Melbourne,Whitehorse,Greater Metro,-37.81585,145.13114
12836,13,2695,1,2695.0,Plenty Rd,Plenty Rd/Grimshaw St (Bundoora),Bus Bay,Bundoora,3083.0,Melbourne,Banyule,Greater Metro,-37.700019,145.059302
12837,13,2707,3,2707.0,Greensborough Station,Greensborough Station/Para Rd (Greensborough),Bus Bay,Greensborough,3088.0,Melbourne,Banyule,Greater Metro,-37.703429,145.106956
12838,13,2708,1,2708.0,Greensborough Plaza SC,Greensborough Plaza/Main St (Greensborough),Bus Bay,Greensborough,3088.0,Melbourne,Banyule,Greater Metro,-37.704018,145.10322299999999
12839,13,2722,1,2722.0,Watsonia Shopping Centre,Watsonia Railway Station/Morwell Ave (Watsonia),Bus Bay,Watsonia,3087.0,Melbourne,Banyule,Greater Metro,-37.710165,145.082252
12840,13,2739,1,2739.0,Plenty Road,Plenty Rd/Dunne St (Kingsbury),Bus Bay,Kingsbury,3083.0,Melbourne,Darebin,Greater Metro,-37.716665,145.042326
12841,13,2740,2,2740.0,Ellerslie Street,Ellerslie St/Dunne St (Kingsbury),Kerbside,Kingsbury,3083.0,Melbourne,Darebin,Greater Metro,-37.715185999999996,145.039928
12842,13,2742,1,2742.0,Driver Street,Driver St/Dunne St (Kingsbury),Kerbside,Kingsbury,3083.0,Melbourne,Darebin,Greater Metro,-37.713462,145.03358
12843,13,2766,1,2766.0,Wood St,Wood St/Laurel St (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.735640000000004,145.02875
12844,13,2872,1,2872.0,Chisholm TAFE,Chisholm TAFE/Opp 145 Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.97422,145.21662
12845,13,2873,1,2873.0,Dandenong Hospital,Dandenong Hospital/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.97748,145.215995
12846,13,2907,1,2907.0,Springvale Station,Springvale Railway Station/Lightwood Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.949919,145.153399
12847,13,2955,1,2955.0,Gleneagles Secondary College,Gleneagles Secondary College/Reema Bvd (Endeavour Hills),Kerbside,Endeavour Hills,3802.0,Melbourne,Casey,Greater Metro,-37.97374,145.27321
12848,13,2956,1,2956.0,Chantell Avenue,Chantell Ave/Hanna Dr (Endeavour Hills),Kerbside,Endeavour Hills,3802.0,Melbourne,Casey,Greater Metro,-37.975531,145.27111499999998
12849,13,2958,1,2958.0,Frankston Gardens Dr,Frankston Gardens Dr/Frankston-Dandenong Rd (Carrum Downs),Kerbside,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.106959,145.164975
12850,13,2963,1,2963.0,Bawden St,Bawden St/Frankston-Dandenong (West) Rd (Carrum Downs),Kerbside,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.091313,145.179021
12851,13,2965,1,2965.0,Wedge Rd,Wedge Rd/Frankston-Dandenong Rd (Carrum Downs),Bus Bay,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.08554,145.18341999999998
12852,13,2968,1,2968.0,Thompson Rd,Thompsons Rd/Frankston-Dandenong Rd (Carrum Downs),Bus Bay,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.074248,145.19279699999998
12853,13,2969,1,2969.0,Bunurong Memorial Park,Bunurong Memorial Park/790 Frankston-Dandenong Rd (Carrum Downs),Kerbside,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.06524,145.20018000000002
12854,13,2974,1,2974.0,Willow Mobile Village,Willow Mobile Village/Frankston-Dandenong Rd (Bangholme),Kerbside,Bangholme,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.043433,145.209465
12855,13,2986,1,2986.0,Mahogany Rise PS,Mahogany Rise Primary School/Monterey Bvd (Frankston North),Kerbside,Frankston North,3200.0,Melbourne,Frankston,Greater Metro,-38.124243,145.155816
12856,13,2999,1,2999.0,Mereweather Ave,Mereweather Ave/Dandenong Rd (Frankston),Kerbside,Frankston,3199.0,Melbourne,Frankston,Greater Metro,-38.136039000000004,145.128772
12857,13,3028,2,3028.0,Endeavour Hills SC,Endeavour Hills SC/Matthew Flinders Ave (Endeavour Hills),Bus Bay,Endeavour Hills,3802.0,Melbourne,Casey,Greater Metro,-37.976112,145.25814599999998
12858,13,3050,1,3050.0,St Leonards,St Leonards School/Springvale Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.886855,145.16438
12859,13,3052,1,3052.0,Monash Civic Centre,Monash Civic Centre/Springvale Rd (Glen Waverley),Bus Bay,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.882243,145.16520500000001
12860,13,3090,1,3090.0,Hallam Station,Hallam Station/Hallam South Rd (Hallam),Bus Bay,Hallam,3803.0,Melbourne,Casey,Greater Metro,-38.017489000000005,145.271077
12861,13,3092,1,3092.0,Warana Dr,Warana Dr/Kilberry Bvd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.032596000000005,145.279764
12862,13,3181,1,3181.0,Nicholson Street,Nicholson St/Johnston St (Abbotsford),Bus Bay,Abbotsford,3067.0,Melbourne,Yarra,Greater Metro,-37.800398,144.997716
12863,13,3194,1,3194.0,Princess Street,Princess St/Willsmere Rd (Kew),Kerbside,Kew,3101.0,Melbourne,Boroondara,Greater Metro,-37.798903,145.03094299999998
12864,13,3237,1,3237.0,Were Street,Were St/New St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.924645,144.99446899999998
12865,13,3301,3,3301.0,Parkmore SC,Parkmore Shopping Centre/Kingsclere Ave (Keysborough),Kerbside,Keysborough,3173.0,Melbourne,Greater Dandenong,Greater Metro,-37.99156,145.17359
12866,13,3302,3,3302.0,Grayling Crescent,Grayling Cres/Kingsclere Ave (Keysborough),Kerbside,Keysborough,3173.0,Melbourne,Greater Dandenong,Greater Metro,-37.990775,145.171514
12867,13,3364,1,3364.0,Chapel Road,Chapel Rd/South Rd (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.934809,145.048281
12868,13,3366,2,3366.0,Moorabbin Station,Moorabbin Railway Station/Station St (Moorabbin),Bus Bay,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.935272999999995,145.03690600000002
12869,13,3406,1,3406.0,Highett Station,Highett Railway Station/Highett Rd (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.948682,145.04091200000002
12870,13,3426,3,3426.0,Pakenham Station,Pakenham Station/Station St (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.079451,145.48498899999998
12871,13,3504,1,3504.0,Rhonda Court,Rhonda Ct/Chapel Rd (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.942977,145.047933
12872,13,3515,1,3515.0,Cheltenham Station,Cheltenham Railway Station/Charman Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.968027,145.055244
12873,13,3538,1,3538.0,Kingston Golf Course,Kingston Golf Course/Lower Dandenong Rd (Moorabbin Airport),Kerbside,Moorabbin Airport,3194.0,Melbourne,Kingston,Greater Metro,-37.98635,145.10733000000002
12874,13,3563,1,3563.0,Bloomfield Rd,Parkmore Shopping Centre/Kingsclere Ave (Keysborough),Kerbside,Keysborough,3173.0,Melbourne,Greater Dandenong,Greater Metro,-37.991839,145.17458
12875,13,3586,1,3586.0,Hillcrest Ave,Hillcrest Ave/Bay St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.906048,145.006228
12876,13,3588,1,3588.0,Hampton Street,Hampton St/Willis St (Hampton),Kerbside,Hampton,3188.0,Melbourne,Bayside,Greater Metro,-37.93652,145.002957
12877,13,3601,1,3601.0,Telford Street,Telford St/Highett Rd (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.946940999999995,145.026958
12878,13,3607,1,3607.0,Highett Station,Highett Railway Station/Highett Rd (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.948657,145.041762
12879,13,3611,1,3611.0,Bay Road,Bay Rd/Graham Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.95576,145.0422
12880,13,3615,2,3615.0,Cheltenham Station,Cheltenham Railway Station/Station Rd (Cheltenham),Bus Bay,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.967067,145.055647
12881,13,3657,3,3657.0,Dandenong Plaza SC,Dandenong Plaza SC/McCrae St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.987662,145.217295
12882,13,3697,1,3697.0,Berwick SC,Berwick Shopping Centre/High St (Berwick),Kerbside,Berwick,3806.0,Melbourne,Casey,Greater Metro,-38.030879999999996,145.34495
12883,13,3716,1,3716.0,Purton Road,Purton Rd/Princes Hwy (Pakenham),Bus Bay,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.06382,145.463323
12884,13,3775,1,3775.0,Corio St,Corio St/Hampshire Rd (Sunshine),Kerbside,Sunshine,3020.0,Melbourne,Brimbank,Greater Metro,-37.789978000000005,144.83144199999998
12885,13,3809,1,3809.0,Barrett Reserve,Barrett Reserve/Opp 82 Essex St (West Footscray),Kerbside,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.794996000000005,144.880373
12886,13,3847,1,3847.0,Hallam Rd,Hallam Rd/Cairns Rd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.04071,145.26594
12887,13,3857,1,3857.0,George Street,George St/Victoria St (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.780898,145.144599
12888,13,3870,1,3870.0,Kennedy Street,Kennedy St/Devonshire Rd (Sunshine),Kerbside,Sunshine,3020.0,Melbourne,Brimbank,Greater Metro,-37.78513,144.83480600000001
12889,13,3877,1,3877.0,Skinner Reserve,Skinner Reserve/Churchill Ave (Braybrook),Kerbside,Braybrook,3019.0,Melbourne,Maribyrnong,Greater Metro,-37.785551,144.856721
12890,13,3886,1,3886.0,Butler Street,Butler St/Ballarat Rd (Braybrook),Kerbside,Braybrook,3019.0,Melbourne,Maribyrnong,Greater Metro,-37.779579999999996,144.85171
12891,13,3890,2,3890.0,Evans Street,Evans St/Ballarat Rd (Braybrook),Kerbside,Braybrook,3019.0,Melbourne,Maribyrnong,Greater Metro,-37.780756,144.86226000000002
12892,13,3891,1,3891.0,Ashley Street,Ashley St/Ballarat Rd (Maidstone),Kerbside,Maidstone,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.781475,144.865671
12893,13,3897,1,3897.0,Havelock Street,Havelock St/Ballarat Rd (Maidstone),Kerbside,Maidstone,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.78714,144.87971000000002
12894,13,3903,1,3903.0,Geelong Road,Geelong Rd/Barkly St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.798774,144.891568
12895,13,3905,1,3905.0,Western Region Health Centre,Western Region Community Health Centre/72 Paisley St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.800253999999995,144.894729
12896,13,3912,1,3912.0,Snowden Street,Victoria University/Ballarat Rd (Sunshine),Kerbside,Sunshine,3020.0,Melbourne,Brimbank,Greater Metro,-37.777852,144.837558
12897,13,3913,1,3913.0,Northumberland Road,Northumberland Rd/Ballarat Rd (Sunshine North),Kerbside,Sunshine North,3020.0,Melbourne,Brimbank,Greater Metro,-37.778252,144.841111
12898,13,3916,1,3916.0,Churchill Avenue,Churchill Ave/Ashley St (Braybrook),Kerbside,Braybrook,3019.0,Melbourne,Maribyrnong,Greater Metro,-37.786007,144.86463799999999
12899,13,3919,1,3919.0,Alma Street,Alma St/Ashley St (Maidstone),Kerbside,Maidstone,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.794061,144.863093
12900,13,3925,1,3925.0,Buxton Street,Buxton St/Barkly St (West Footscray),Kerbside,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.797398,144.8775
12901,13,3931,1,3931.0,Whitehall Street,Whitehall St/Napier St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.805289,144.905055
12902,13,3984,1,3984.0,D'Arcy St,D'Arcy St/Doncaster Rd (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.786806,145.14309599999999
12903,13,3988,1,3988.0,Council St,Council St/Doncaster Rd (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.787239,145.128616
